0,1,2
9606.ensp00000448165,hsa-mir-21-5p,ProteinMi
9606.ensp00000290551,hsa-mir-21-5p,ProteinMi
9606.ensp00000398632,hsa-mir-373-3p,ProteinMi
9606.ensp00000244745,hsa-mir-335-5p,ProteinMi
9606.ensp00000372035,hsa-mir-372-3p,ProteinMi
9606.ensp00000345571,hsa-mir-93-5p,ProteinMi
9606.ensp00000385523,hsa-mir-22-3p,ProteinMi
9606.ensp00000405330,hsa-mir-22-3p,ProteinMi
9606.ensp00000354487,hsa-mir-205-5p,ProteinMi
9606.ensp00000354487,hsa-mir-200a-3p,ProteinMi
9606.ensp00000354487,hsa-mir-200b-3p,ProteinMi
9606.ensp00000227507,hsa-let-7b-5p,ProteinMi
9606.ensp00000358022,hsa-mir-193a-3p,ProteinMi
9606.ensp00000370936,hsa-mir-193a-3p,ProteinMi
9606.ensp00000479617,hsa-mir-124-3p,ProteinMi
9606.ensp00000356954,hsa-mir-124-3p,ProteinMi
9606.ensp00000229795,hsa-mir-124-3p,ProteinMi
9606.ensp00000257904,hsa-mir-124-3p,ProteinMi
9606.ensp00000265734,hsa-mir-124-3p,ProteinMi
9606.ensp00000380034,hsa-mir-124-3p,ProteinMi
9606.ensp00000339191,hsa-mir-124-3p,ProteinMi
9606.ensp00000379350,hsa-mir-124-3p,ProteinMi
9606.ensp00000325240,hsa-mir-1-3p,ProteinMi
9606.ensp00000277541,hsa-mir-34a-5p,ProteinMi
9606.ensp00000277541,hsa-mir-30a-5p,ProteinMi
9606.ensp00000345571,hsa-mir-17-5p,ProteinMi
9606.ensp00000267101,hsa-mir-125b-5p,ProteinMi
9606.ensp00000269571,hsa-mir-125b-5p,ProteinMi
9606.ensp00000264144,hsa-mir-199b-5p,ProteinMi
9606.ensp00000229795,hsa-mir-24-3p,ProteinMi
9606.ensp00000308741,hsa-mir-141-3p,ProteinMi
9606.ensp00000232424,hsa-mir-23a-3p,ProteinMi
9606.ensp00000414303,hsa-mir-1-3p,ProteinMi
9606.ensp00000361021,hsa-mir-19a-3p,ProteinMi
9606.ensp00000437621,hsa-mir-98-5p,ProteinMi
9606.ensp00000344635,hsa-mir-122-5p,ProteinMi
9606.ensp00000344215,hsa-mir-155-5p,ProteinMi
9606.ensp00000381185,hsa-mir-20a-5p,ProteinMi
9606.ensp00000271555,hsa-mir-20a-5p,ProteinMi
9606.ensp00000381185,hsa-mir-17-5p,ProteinMi
9606.ensp00000271555,hsa-mir-17-5p,ProteinMi
9606.ensp00000264709,hsa-mir-29a-3p,ProteinMi
9606.ensp00000328547,hsa-mir-29c-3p,ProteinMi
9606.ensp00000328547,hsa-mir-29b-3p,ProteinMi
9606.ensp00000328547,hsa-mir-29a-3p,ProteinMi
9606.ensp00000264709,hsa-mir-29c-3p,ProteinMi
9606.ensp00000264709,hsa-mir-29b-3p,ProteinMi
9606.ensp00000293379,hsa-mir-92a-3p,ProteinMi
9606.ensp00000345571,hsa-mir-106b-5p,ProteinMi
9606.ensp00000363089,hsa-let-7i-5p,ProteinMi
9606.ensp00000280154,hsa-mir-21-5p,ProteinMi
9606.ensp00000325546,hsa-mir-144-3p,ProteinMi
9606.ensp00000338523,hsa-mir-143-3p,ProteinMi
9606.ensp00000484803,hsa-mir-122-5p,ProteinMi
9606.ensp00000395535,hsa-mir-122-5p,ProteinMi
9606.ensp00000263826,hsa-mir-122-5p,ProteinMi
9606.ensp00000280612,hsa-mir-122-5p,ProteinMi
9606.ensp00000399888,hsa-let-7a-5p,ProteinMi
9606.ensp00000414303,hsa-mir-210-3p,ProteinMi
9606.ensp00000262904,hsa-mir-210-3p,ProteinMi
9606.ensp00000303706,hsa-mir-449a,ProteinMi
9606.ensp00000265734,hsa-mir-449a,ProteinMi
9606.ensp00000325074,hsa-mir-222-3p,ProteinMi
9606.ensp00000226574,hsa-mir-9-5p,ProteinMi
9606.ensp00000382342,hsa-mir-7-5p,ProteinMi
9606.ensp00000265734,hsa-mir-29c-3p,ProteinMi
9606.ensp00000379644,hsa-mir-1-3p,ProteinMi
9606.ensp00000256646,hsa-mir-181c-5p,ProteinMi
9606.ensp00000256078,hsa-mir-181c-5p,ProteinMi
9606.ensp00000267163,hsa-mir-26a-5p,ProteinMi
9606.ensp00000405330,hsa-mir-19a-3p,ProteinMi
9606.ensp00000278616,hsa-mir-421,ProteinMi
9606.ensp00000363804,hsa-mir-10b-5p,ProteinMi
9606.ensp00000353654,hsa-mir-29a-3p,ProteinMi
9606.ensp00000364979,hsa-mir-29a-3p,ProteinMi
9606.ensp00000242480,hsa-mir-150-5p,ProteinMi
9606.ensp00000306253,hsa-mir-424-5p,ProteinMi
9606.ensp00000302486,hsa-mir-424-5p,ProteinMi
9606.ensp00000393312,hsa-mir-424-5p,ProteinMi
9606.ensp00000274376,hsa-mir-335-5p,ProteinMi
9606.ensp00000394560,hsa-mir-93-5p,ProteinMi
9606.ensp00000358022,hsa-mir-133b,ProteinMi
9606.ensp00000364133,hsa-mir-204-5p,ProteinMi
9606.ensp00000351905,hsa-mir-204-5p,ProteinMi
9606.ensp00000380034,hsa-mir-204-5p,ProteinMi
9606.ensp00000312999,hsa-mir-30d-5p,ProteinMi
9606.ensp00000361021,hsa-mir-141-3p,ProteinMi
9606.ensp00000358022,hsa-mir-29a-3p,ProteinMi
9606.ensp00000358022,hsa-mir-29b-3p,ProteinMi
9606.ensp00000358022,hsa-mir-29c-3p,ProteinMi
9606.ensp00000381185,hsa-mir-29c-3p,ProteinMi
9606.ensp00000381185,hsa-mir-29b-3p,ProteinMi
9606.ensp00000381185,hsa-mir-29a-3p,ProteinMi
9606.ensp00000368880,hsa-mir-183-5p,ProteinMi
9606.ensp00000368880,hsa-mir-9-5p,ProteinMi
9606.ensp00000398124,hsa-mir-205-5p,ProteinMi
9606.ensp00000345571,hsa-mir-205-5p,ProteinMi
9606.ensp00000354207,hsa-mir-9-5p,ProteinMi
9606.ensp00000418960,hsa-mir-16-5p,ProteinMi
9606.ensp00000263826,hsa-mir-16-5p,ProteinMi
9606.ensp00000418960,hsa-mir-15a-5p,ProteinMi
9606.ensp00000263826,hsa-mir-15a-5p,ProteinMi
9606.ensp00000348056,hsa-mir-30e-5p,ProteinMi
9606.ensp00000312987,hsa-mir-24-3p,ProteinMi
9606.ensp00000312987,hsa-mir-34a-5p,ProteinMi
9606.ensp00000285311,hsa-mir-221-3p,ProteinMi
9606.ensp00000404503,hsa-mir-221-3p,ProteinMi
9606.ensp00000361021,hsa-mir-20a-5p,ProteinMi
9606.ensp00000361021,hsa-mir-18a-5p,ProteinMi
9606.ensp00000361021,hsa-mir-19b-3p,ProteinMi
9606.ensp00000284981,hsa-mir-20a-5p,ProteinMi
9606.ensp00000376943,hsa-mir-25-3p,ProteinMi
9606.ensp00000353864,hsa-mir-96-5p,ProteinMi
9606.ensp00000339824,hsa-mir-100-5p,ProteinMi
9606.ensp00000227507,hsa-mir-19a-3p,ProteinMi
9606.ensp00000260302,hsa-mir-27b-3p,ProteinMi
9606.ensp00000478570,hsa-mir-126-3p,ProteinMi
9606.ensp00000284523,hsa-mir-16-5p,ProteinMi
9606.ensp00000479618,hsa-mir-98-5p,ProteinMi
9606.ensp00000266085,hsa-mir-222-3p,ProteinMi
9606.ensp00000266085,hsa-mir-221-3p,ProteinMi
9606.ensp00000381185,hsa-mir-181c-5p,ProteinMi
9606.ensp00000381185,hsa-mir-181b-5p,ProteinMi
9606.ensp00000381185,hsa-mir-181a-5p,ProteinMi
9606.ensp00000342235,hsa-mir-372-3p,ProteinMi
9606.ensp00000342235,hsa-mir-19a-3p,ProteinMi
9606.ensp00000342235,hsa-mir-302d-3p,ProteinMi
9606.ensp00000344479,hsa-mir-19a-3p,ProteinMi
9606.ensp00000344479,hsa-mir-302d-3p,ProteinMi
9606.ensp00000344479,hsa-mir-372-3p,ProteinMi
9606.ensp00000371798,hsa-mir-133a-3p,ProteinMi
9606.ensp00000371798,hsa-mir-145-5p,ProteinMi
9606.ensp00000261254,hsa-mir-302b-3p,ProteinMi
9606.ensp00000372221,hsa-mir-21-5p,ProteinMi
9606.ensp00000311032,hsa-mir-98-5p,ProteinMi
9606.ensp00000265734,hsa-mir-34b-3p,ProteinMi
9606.ensp00000267163,hsa-mir-335-5p,ProteinMi
9606.ensp00000363804,hsa-mir-25-3p,ProteinMi
9606.ensp00000363081,hsa-mir-29a-3p,ProteinMi
9606.ensp00000355925,hsa-mir-181a-5p,ProteinMi
9606.ensp00000257904,hsa-mir-302a-3p,ProteinMi
9606.ensp00000227507,hsa-mir-302a-3p,ProteinMi
9606.ensp00000267101,hsa-mir-205-5p,ProteinMi
9606.ensp00000352516,hsa-mir-29b-3p,ProteinMi
9606.ensp00000454157,hsa-mir-205-5p,ProteinMi
9606.ensp00000363868,hsa-mir-33b-5p,ProteinMi
9606.ensp00000363868,hsa-mir-33a-5p,ProteinMi
9606.ensp00000325240,hsa-mir-218-5p,ProteinMi
9606.ensp00000437621,hsa-mir-370-3p,ProteinMi
9606.ensp00000262904,hsa-mir-128-3p,ProteinMi
9606.ensp00000363314,hsa-mir-125a-5p,ProteinMi
9606.ensp00000376943,hsa-mir-32-5p,ProteinMi
9606.ensp00000300305,hsa-mir-17-5p,ProteinMi
9606.ensp00000300305,hsa-mir-20a-5p,ProteinMi
9606.ensp00000300305,hsa-mir-106a-5p,ProteinMi
9606.ensp00000479618,hsa-let-7c-5p,ProteinMi
9606.ensp00000354207,hsa-mir-125b-5p,ProteinMi
9606.ensp00000354207,hsa-mir-125a-5p,ProteinMi
9606.ensp00000244769,hsa-mir-19b-3p,ProteinMi
9606.ensp00000244769,hsa-mir-19a-3p,ProteinMi
9606.ensp00000244769,hsa-mir-130a-3p,ProteinMi
9606.ensp00000376436,hsa-mir-200b-3p,ProteinMi
9606.ensp00000398632,hsa-mir-199a-3p,ProteinMi
9606.ensp00000339992,hsa-mir-107,ProteinMi
9606.ensp00000341551,hsa-mir-26a-5p,ProteinMi
9606.ensp00000365016,hsa-mir-7-5p,ProteinMi
9606.ensp00000320147,hsa-mir-199a-5p,ProteinMi
9606.ensp00000478570,hsa-mir-147a,ProteinMi
9606.ensp00000478570,hsa-mir-134-5p,ProteinMi
9606.ensp00000478570,hsa-mir-140-5p,ProteinMi
9606.ensp00000478570,hsa-mir-29b-3p,ProteinMi
9606.ensp00000478570,hsa-mir-107,ProteinMi
9606.ensp00000430684,hsa-mir-199a-5p,ProteinMi
9606.ensp00000325527,hsa-mir-29c-3p,ProteinMi
9606.ensp00000290341,hsa-let-7g-5p,ProteinMi
9606.ensp00000344401,hsa-let-7b-5p,ProteinMi
9606.ensp00000261254,hsa-let-7b-5p,ProteinMi
9606.ensp00000358548,hsa-let-7b-5p,ProteinMi
9606.ensp00000363708,hsa-mir-21-5p,ProteinMi
9606.ensp00000363314,hsa-mir-125b-5p,ProteinMi
9606.ensp00000329797,hsa-mir-15a-5p,ProteinMi
9606.ensp00000478570,hsa-mir-16-5p,ProteinMi
9606.ensp00000395535,hsa-mir-212-3p,ProteinMi
9606.ensp00000284981,hsa-mir-17-5p,ProteinMi
9606.ensp00000284981,hsa-mir-15a-5p,ProteinMi
9606.ensp00000284981,hsa-mir-130a-3p,ProteinMi
9606.ensp00000284981,hsa-let-7d-5p,ProteinMi
9606.ensp00000284981,hsa-let-7a-5p,ProteinMi
9606.ensp00000227507,hsa-mir-15b-5p,ProteinMi
9606.ensp00000358022,hsa-mir-101-3p,ProteinMi
9606.ensp00000360231,hsa-mir-424-5p,ProteinMi
9606.ensp00000346839,hsa-mir-200c-3p,ProteinMi
9606.ensp00000354876,hsa-mir-101-3p,ProteinMi
9606.ensp00000381185,hsa-mir-34c-5p,ProteinMi
9606.ensp00000215832,hsa-mir-199a-3p,ProteinMi
9606.ensp00000274376,hsa-mir-21-5p,ProteinMi
9606.ensp00000309572,hsa-mir-138-5p,ProteinMi
9606.ensp00000274026,hsa-let-7b-5p,ProteinMi
9606.ensp00000287820,hsa-mir-20b-5p,ProteinMi
9606.ensp00000341189,hsa-mir-193a-3p,ProteinMi
9606.ensp00000280154,hsa-mir-200a-3p,ProteinMi
9606.ensp00000346839,hsa-mir-200b-3p,ProteinMi
9606.ensp00000363314,hsa-let-7b-5p,ProteinMi
9606.ensp00000379350,hsa-mir-183-5p,ProteinMi
9606.ensp00000264832,hsa-mir-17-3p,ProteinMi
9606.ensp00000251849,hsa-mir-7-5p,ProteinMi
9606.ensp00000430684,hsa-mir-218-5p,ProteinMi
9606.ensp00000264606,hsa-mir-22-3p,ProteinMi
9606.ensp00000400175,hsa-mir-185-5p,ProteinMi
9606.ensp00000383118,hsa-mir-185-5p,ProteinMi
9606.ensp00000244745,hsa-mir-129-5p,ProteinMi
9606.ensp00000306682,hsa-mir-29a-3p,ProteinMi
9606.ensp00000262238,hsa-mir-34a-5p,ProteinMi
9606.ensp00000478570,hsa-mir-93-5p,ProteinMi
9606.ensp00000304226,hsa-mir-19b-3p,ProteinMi
9606.ensp00000269305,hsa-mir-125a-5p,ProteinMi
9606.ensp00000358022,hsa-mir-153-3p,ProteinMi
9606.ensp00000398632,hsa-mir-520c-3p,ProteinMi
9606.ensp00000304226,hsa-mir-92a-3p,ProteinMi
9606.ensp00000428056,hsa-mir-29a-3p,ProteinMi
9606.ensp00000222573,hsa-mir-93-5p,ProteinMi
9606.ensp00000341551,hsa-mir-483-3p,ProteinMi
9606.ensp00000305988,hsa-mir-192-5p,ProteinMi
9606.ensp00000356954,hsa-mir-18a-5p,ProteinMi
9606.ensp00000225964,hsa-mir-143-3p,ProteinMi
9606.ensp00000339824,hsa-mir-99a-5p,ProteinMi
9606.ensp00000308970,hsa-mir-218-5p,ProteinMi
9606.ensp00000478570,hsa-mir-17-5p,ProteinMi
9606.ensp00000478570,hsa-mir-150-5p,ProteinMi
9606.ensp00000478570,hsa-mir-195-5p,ProteinMi
9606.ensp00000478570,hsa-mir-15b-5p,ProteinMi
9606.ensp00000478570,hsa-mir-15a-5p,ProteinMi
9606.ensp00000478570,hsa-mir-378a-3p,ProteinMi
9606.ensp00000478570,hsa-mir-330-3p,ProteinMi
9606.ensp00000358092,hsa-mir-127-3p,ProteinMi
9606.ensp00000266970,hsa-mir-124-3p,ProteinMi
9606.ensp00000225831,hsa-mir-124-3p,ProteinMi
9606.ensp00000302564,hsa-mir-491-5p,ProteinMi
9606.ensp00000479618,hsa-mir-145-5p,ProteinMi
9606.ensp00000369887,hsa-mir-23b-3p,ProteinMi
9606.ensp00000413720,hsa-mir-92b-3p,ProteinMi
9606.ensp00000356438,hsa-mir-101-3p,ProteinMi
9606.ensp00000361066,hsa-mir-98-5p,ProteinMi
9606.ensp00000361066,hsa-mir-21-5p,ProteinMi
9606.ensp00000405330,hsa-mir-19b-3p,ProteinMi
9606.ensp00000405330,hsa-mir-20b-5p,ProteinMi
9606.ensp00000413720,hsa-mir-25-3p,ProteinMi
9606.ensp00000353826,hsa-mir-1-3p,ProteinMi
9606.ensp00000249075,hsa-mir-199a-5p,ProteinMi
9606.ensp00000263754,hsa-mir-181a-5p,ProteinMi
9606.ensp00000263754,hsa-mir-181b-5p,ProteinMi
9606.ensp00000263754,hsa-mir-25-3p,ProteinMi
9606.ensp00000263754,hsa-mir-32-5p,ProteinMi
9606.ensp00000263754,hsa-mir-92a-3p,ProteinMi
9606.ensp00000263754,hsa-mir-93-5p,ProteinMi
9606.ensp00000263754,hsa-mir-106b-5p,ProteinMi
9606.ensp00000263754,hsa-mir-19a-3p,ProteinMi
9606.ensp00000263754,hsa-mir-19b-3p,ProteinMi
9606.ensp00000329418,hsa-mir-19b-3p,ProteinMi
9606.ensp00000329418,hsa-mir-19a-3p,ProteinMi
9606.ensp00000437256,hsa-let-7a-5p,ProteinMi
9606.ensp00000437256,hsa-let-7d-5p,ProteinMi
9606.ensp00000304895,hsa-mir-126-3p,ProteinMi
9606.ensp00000394560,hsa-mir-17-5p,ProteinMi
9606.ensp00000418915,hsa-mir-24-3p,ProteinMi
9606.ensp00000250405,hsa-mir-122-5p,ProteinMi
9606.ensp00000329797,hsa-mir-16-5p,ProteinMi
9606.ensp00000479618,hsa-mir-34b-5p,ProteinMi
9606.ensp00000479618,hsa-mir-34c-5p,ProteinMi
9606.ensp00000356150,hsa-mir-34a-5p,ProteinMi
9606.ensp00000358022,hsa-mir-512-5p,ProteinMi
9606.ensp00000232496,hsa-mir-93-5p,ProteinMi
9606.ensp00000232496,hsa-mir-98-5p,ProteinMi
9606.ensp00000232496,hsa-mir-197-3p,ProteinMi
9606.ensp00000232496,hsa-mir-378a-3p,ProteinMi
9606.ensp00000277541,hsa-mir-326,ProteinMi
9606.ensp00000256646,hsa-mir-326,ProteinMi
9606.ensp00000264832,hsa-mir-221-3p,ProteinMi
9606.ensp00000478570,hsa-mir-383-5p,ProteinMi
9606.ensp00000478570,hsa-mir-125a-5p,ProteinMi
9606.ensp00000478570,hsa-mir-20a-5p,ProteinMi
9606.ensp00000478570,hsa-mir-20b-5p,ProteinMi
9606.ensp00000376943,hsa-mir-19a-3p,ProteinMi
9606.ensp00000368683,hsa-mir-155-5p,ProteinMi
9606.ensp00000352516,hsa-mir-152-3p,ProteinMi
9606.ensp00000478570,hsa-mir-504-5p,ProteinMi
9606.ensp00000478570,hsa-mir-520h,ProteinMi
9606.ensp00000226574,hsa-mir-146a-5p,ProteinMi
9606.ensp00000268035,hsa-mir-133b,ProteinMi
9606.ensp00000478570,hsa-mir-372-3p,ProteinMi
9606.ensp00000216037,hsa-mir-127-3p,ProteinMi
9606.ensp00000384371,hsa-mir-127-3p,ProteinMi
9606.ensp00000478570,hsa-mir-106a-5p,ProteinMi
9606.ensp00000478570,hsa-mir-106b-5p,ProteinMi
9606.ensp00000407586,hsa-let-7a-5p,ProteinMi
9606.ensp00000302486,hsa-mir-34a-5p,ProteinMi
9606.ensp00000306245,hsa-mir-221-3p,ProteinMi
9606.ensp00000306245,hsa-mir-222-3p,ProteinMi
9606.ensp00000437955,hsa-mir-107,ProteinMi
9606.ensp00000418915,hsa-let-7g-5p,ProteinMi
9606.ensp00000302564,hsa-let-7g-5p,ProteinMi
9606.ensp00000302564,hsa-let-7c-5p,ProteinMi
9606.ensp00000385824,hsa-mir-155-5p,ProteinMi
9606.ensp00000404503,hsa-mir-483-3p,ProteinMi
9606.ensp00000362410,hsa-mir-155-5p,ProteinMi
9606.ensp00000355231,hsa-mir-30a-5p,ProteinMi
9606.ensp00000478570,hsa-mir-34a-5p,ProteinMi
9606.ensp00000478570,hsa-mir-205-5p,ProteinMi
9606.ensp00000478570,hsa-mir-34b-3p,ProteinMi
9606.ensp00000391826,hsa-let-7a-5p,ProteinMi
9606.ensp00000360231,hsa-mir-223-3p,ProteinMi
9606.ensp00000376943,hsa-mir-19b-3p,ProteinMi
9606.ensp00000261622,hsa-mir-7-5p,ProteinMi
9606.ensp00000226574,hsa-mir-146b-5p,ProteinMi
9606.ensp00000358092,hsa-mir-125b-5p,ProteinMi
9606.ensp00000228872,hsa-mir-181a-5p,ProteinMi
9606.ensp00000376943,hsa-mir-20a-5p,ProteinMi
9606.ensp00000376943,hsa-mir-106b-5p,ProteinMi
9606.ensp00000327513,hsa-mir-130a-3p,ProteinMi
9606.ensp00000437955,hsa-mir-18a-5p,ProteinMi
9606.ensp00000437955,hsa-mir-17-5p,ProteinMi
9606.ensp00000351905,hsa-mir-17-5p,ProteinMi
9606.ensp00000351905,hsa-mir-18a-5p,ProteinMi
9606.ensp00000351905,hsa-mir-19a-3p,ProteinMi
9606.ensp00000351905,hsa-mir-19b-3p,ProteinMi
9606.ensp00000264832,hsa-mir-222-3p,ProteinMi
9606.ensp00000351905,hsa-mir-590-5p,ProteinMi
9606.ensp00000384179,hsa-mir-141-3p,ProteinMi
9606.ensp00000384179,hsa-mir-200a-3p,ProteinMi
9606.ensp00000384179,hsa-mir-200b-3p,ProteinMi
9606.ensp00000384179,hsa-mir-200c-3p,ProteinMi
9606.ensp00000384179,hsa-mir-429,ProteinMi
9606.ensp00000339992,hsa-mir-16-5p,ProteinMi
9606.ensp00000299084,hsa-mir-126-5p,ProteinMi
9606.ensp00000365851,hsa-mir-128-3p,ProteinMi
9606.ensp00000364133,hsa-mir-128-3p,ProteinMi
9606.ensp00000244050,hsa-mir-204-5p,ProteinMi
9606.ensp00000356438,hsa-mir-26b-5p,ProteinMi
9606.ensp00000353864,hsa-mir-302a-3p,ProteinMi
9606.ensp00000353864,hsa-mir-146a-5p,ProteinMi
9606.ensp00000353864,hsa-mir-146b-5p,ProteinMi
9606.ensp00000358022,hsa-mir-193b-3p,ProteinMi
9606.ensp00000267163,hsa-mir-106b-5p,ProteinMi
9606.ensp00000358022,hsa-mir-582-5p,ProteinMi
9606.ensp00000324806,hsa-mir-26a-5p,ProteinMi
9606.ensp00000227507,hsa-mir-449a,ProteinMi
9606.ensp00000244745,hsa-mir-191-5p,ProteinMi
9606.ensp00000360493,hsa-mir-155-5p,ProteinMi
9606.ensp00000418915,hsa-mir-125b-5p,ProteinMi
9606.ensp00000216117,hsa-mir-196a-5p,ProteinMi
9606.ensp00000265734,hsa-mir-203a-3p,ProteinMi
9606.ensp00000446007,hsa-mir-124-3p,ProteinMi
9606.ensp00000370936,hsa-mir-124-3p,ProteinMi
9606.ensp00000275493,hsa-mir-146a-5p,ProteinMi
9606.ensp00000341551,hsa-mir-18a-5p,ProteinMi
9606.ensp00000351905,hsa-mir-92a-3p,ProteinMi
9606.ensp00000358022,hsa-mir-661,ProteinMi
9606.ensp00000267163,hsa-mir-675-5p,ProteinMi
9606.ensp00000357625,hsa-mir-221-3p,ProteinMi
9606.ensp00000281708,hsa-mir-107,ProteinMi
9606.ensp00000281708,hsa-mir-128-3p,ProteinMi
9606.ensp00000262643,hsa-mir-103a-3p,ProteinMi
9606.ensp00000266970,hsa-mir-103a-3p,ProteinMi
9606.ensp00000387699,hsa-mir-103a-3p,ProteinMi
9606.ensp00000363314,hsa-let-7a-5p,ProteinMi
9606.ensp00000360231,hsa-mir-107,ProteinMi
9606.ensp00000345571,hsa-mir-34a-5p,ProteinMi
9606.ensp00000369887,hsa-mir-34b-3p,ProteinMi
9606.ensp00000262186,hsa-mir-133a-3p,ProteinMi
9606.ensp00000262186,hsa-mir-133b,ProteinMi
9606.ensp00000418960,hsa-mir-24-3p,ProteinMi
9606.ensp00000381185,hsa-mir-192-5p,ProteinMi
9606.ensp00000376808,hsa-mir-192-5p,ProteinMi
9606.ensp00000283921,hsa-mir-192-5p,ProteinMi
9606.ensp00000418268,hsa-mir-192-5p,ProteinMi
9606.ensp00000353826,hsa-mir-192-5p,ProteinMi
9606.ensp00000392495,hsa-mir-192-5p,ProteinMi
9606.ensp00000392495,hsa-mir-27b-3p,ProteinMi
9606.ensp00000392495,hsa-mir-532-5p,ProteinMi
9606.ensp00000392495,hsa-mir-200a-3p,ProteinMi
9606.ensp00000392495,hsa-mir-141-3p,ProteinMi
9606.ensp00000260408,hsa-mir-122-5p,ProteinMi
9606.ensp00000354207,hsa-mir-330-3p,ProteinMi
9606.ensp00000354207,hsa-mir-198,ProteinMi
9606.ensp00000354207,hsa-mir-625-5p,ProteinMi
9606.ensp00000268035,hsa-mir-145-5p,ProteinMi
9606.ensp00000363708,hsa-mir-92a-3p,ProteinMi
9606.ensp00000363708,hsa-mir-19b-3p,ProteinMi
9606.ensp00000363708,hsa-mir-19a-3p,ProteinMi
9606.ensp00000363708,hsa-mir-17-5p,ProteinMi
9606.ensp00000257290,hsa-let-7b-5p,ProteinMi
9606.ensp00000262238,hsa-mir-31-5p,ProteinMi
9606.ensp00000347942,hsa-mir-31-5p,ProteinMi
9606.ensp00000457593,hsa-mir-31-5p,ProteinMi
9606.ensp00000302456,hsa-mir-31-5p,ProteinMi
9606.ensp00000376436,hsa-mir-31-5p,ProteinMi
9606.ensp00000293379,hsa-mir-31-5p,ProteinMi
9606.ensp00000379140,hsa-mir-31-5p,ProteinMi
9606.ensp00000344215,hsa-mir-125b-5p,ProteinMi
9606.ensp00000264657,hsa-mir-125b-5p,ProteinMi
9606.ensp00000212015,hsa-mir-216a-5p,ProteinMi
9606.ensp00000287820,hsa-mir-27b-3p,ProteinMi
9606.ensp00000446007,hsa-mir-17-3p,ProteinMi
9606.ensp00000256646,hsa-mir-34a-5p,ProteinMi
9606.ensp00000330341,hsa-mir-203a-3p,ProteinMi
9606.ensp00000228872,hsa-mir-24-3p,ProteinMi
9606.ensp00000228872,hsa-mir-192-5p,ProteinMi
9606.ensp00000228872,hsa-mir-196a-5p,ProteinMi
9606.ensp00000228872,hsa-mir-190a-5p,ProteinMi
9606.ensp00000228872,hsa-mir-218-5p,ProteinMi
9606.ensp00000385523,hsa-mir-10b-5p,ProteinMi
9606.ensp00000449428,hsa-mir-1-3p,ProteinMi
9606.ensp00000348056,hsa-mir-30c-5p,ProteinMi
9606.ensp00000256078,hsa-mir-155-5p,ProteinMi
9606.ensp00000376436,hsa-mir-155-5p,ProteinMi
9606.ensp00000267101,hsa-mir-125a-5p,ProteinMi
9606.ensp00000269571,hsa-mir-125a-5p,ProteinMi
9606.ensp00000227507,hsa-mir-17-5p,ProteinMi
9606.ensp00000311032,hsa-let-7a-5p,ProteinMi
9606.ensp00000479618,hsa-mir-34b-3p,ProteinMi
9606.ensp00000405330,hsa-mir-221-3p,ProteinMi
9606.ensp00000405330,hsa-mir-222-3p,ProteinMi
9606.ensp00000302456,hsa-mir-125a-5p,ProteinMi
9606.ensp00000437256,hsa-mir-103a-3p,ProteinMi
9606.ensp00000437256,hsa-mir-107,ProteinMi
9606.ensp00000451828,hsa-mir-149-3p,ProteinMi
9606.ensp00000345571,hsa-mir-149-3p,ProteinMi
9606.ensp00000308741,hsa-mir-182-5p,ProteinMi
9606.ensp00000306682,hsa-mir-16-5p,ProteinMi
9606.ensp00000381185,hsa-mir-195-5p,ProteinMi
9606.ensp00000301633,hsa-mir-542-3p,ProteinMi
9606.ensp00000268035,hsa-mir-7-5p,ProteinMi
9606.ensp00000404503,hsa-mir-222-3p,ProteinMi
9606.ensp00000323588,hsa-mir-126-3p,ProteinMi
9606.ensp00000358997,hsa-mir-146b-5p,ProteinMi
9606.ensp00000361066,hsa-mir-17-5p,ProteinMi
9606.ensp00000277541,hsa-mir-129-5p,ProteinMi
9606.ensp00000269305,hsa-mir-25-3p,ProteinMi
9606.ensp00000269305,hsa-mir-30d-5p,ProteinMi
9606.ensp00000385675,hsa-let-7a-5p,ProteinMi
9606.ensp00000385269,hsa-mir-125a-5p,ProteinMi
9606.ensp00000265000,hsa-mir-378a-3p,ProteinMi
9606.ensp00000379904,hsa-mir-27a-3p,ProteinMi
9606.ensp00000368683,hsa-mir-199a-5p,ProteinMi
9606.ensp00000363804,hsa-mir-135b-5p,ProteinMi
9606.ensp00000283921,hsa-mir-130a-3p,ProteinMi
9606.ensp00000362410,hsa-mir-135b-5p,ProteinMi
9606.ensp00000385824,hsa-mir-96-5p,ProteinMi
9606.ensp00000250405,hsa-mir-203a-3p,ProteinMi
9606.ensp00000369887,hsa-mir-340-5p,ProteinMi
9606.ensp00000355249,hsa-let-7a-5p,ProteinMi
9606.ensp00000261254,hsa-let-7a-5p,ProteinMi
9606.ensp00000425561,hsa-mir-141-3p,ProteinMi
9606.ensp00000398632,hsa-mir-34a-5p,ProteinMi
9606.ensp00000479618,hsa-mir-378a-3p,ProteinMi
9606.ensp00000398736,hsa-mir-155-5p,ProteinMi
9606.ensp00000262904,hsa-mir-125b-5p,ProteinMi
9606.ensp00000351015,hsa-mir-10b-5p,ProteinMi
9606.ensp00000359206,hsa-mir-10a-5p,ProteinMi
9606.ensp00000366306,hsa-mir-27a-3p,ProteinMi
9606.ensp00000358092,hsa-let-7b-5p,ProteinMi
